index,1 days,5 days,10 days,15 days,20 days,25 days,30 days,35 days,40 days,45 days,50 days,55 days,60 days,65 days,70 days,75 days,80 days,85 days,90 days
2011-01-26,29.085629,29.13556,26.625204,25.033411,23.35012,23.703585,22.739475,21.33348,20.099773,19.396132,18.683308,16.124136,14.750343,15.838506,13.611655,13.381423,12.699067,11.385876,11.283562
2011-01-27,27.230553,27.7957,24.742168,23.510149,21.873238,22.532013,21.03674,19.473225,18.832342,17.687948,16.894485,15.201899,13.758496,14.201194,11.755684,11.563976,11.746763,9.877068,9.888819
2011-01-28,25.005865,26.207623,22.842281,22.343803,20.325384,20.944498,20.44236,18.639977,17.752235,16.852999,16.586302,14.50951,13.375957,13.450933,11.167398,10.855152,11.235754,9.426531,9.288432
2011-01-29,22.655643,24.06675,20.727087,20.3227,18.399048,19.198141,18.999815,16.77972,16.7232,15.116009,15.594499,13.491995,12.603422,12.2481785,10.195902,9.287891,10.547127,8.578732,8.135644
2011-01-30,22.782572,24.115223,21.028904,20.926664,18.904823,19.803844,19.569643,17.942043,16.928291,16.087875,16.22588,13.717701,13.294374,12.895916,11.365395,10.390919,11.151161,8.784605,8.913887
2011-01-31,25.379742,26.164928,23.024338,22.429783,20.622913,21.534588,20.504929,18.836498,18.535618,17.193703,16.745445,15.016799,13.694602,13.773492,11.802605,11.379394,11.467086,10.301163,9.878469
2011-02-01,26.450893,27.031553,24.300762,23.126026,21.665897,22.231234,21.444641,20.007435,19.15271,17.918606,17.635414,15.280264,13.87571,14.3835,12.410971,12.210817,12.121187,10.858164,10.236233
2011-02-02,22.939138,24.459524,21.366316,20.76353,18.967865,19.712542,19.434391,17.512196,17.19326,15.855314,16.102186,14.018164,12.868835,12.993652,10.899225,10.037533,11.197583,9.530046,8.832517
2011-02-03,24.89584,25.742397,23.02364,22.245401,20.57227,21.22103,20.775078,19.4451,18.127743,17.192871,17.205194,14.73036,13.738861,13.851337,12.211545,11.773276,11.785354,10.251177,9.872127
2011-02-04,22.789797,24.143486,21.053238,20.419258,18.903189,19.67329,19.54926,17.312477,17.123186,15.524283,15.888523,13.814331,12.553263,12.530617,10.41727,9.712174,11.19121,8.913175,8.449439
2011-02-05,24.374855,25.602125,22.274443,22.151134,19.917183,21.022903,20.170246,18.410818,17.534954,16.440647,16.125607,14.484311,13.29025,13.055094,11.249426,10.460669,10.8721075,9.503053,9.187891
2011-02-06,24.32904,25.688381,22.607481,22.315956,20.272116,21.142282,20.772211,19.233603,18.418728,17.466328,17.386063,15.107979,14.007587,14.163308,12.140301,11.437332,11.760099,10.287853,9.956322
2011-02-07,25.957764,27.036243,24.23944,23.894543,21.55972,22.593803,21.758888,20.5985,19.46368,18.667109,18.259106,16.131746,14.943835,15.300888,13.169859,12.644976,12.335691,11.02391,10.96932
2011-02-08,26.693691,27.139374,24.392826,23.726765,21.706148,22.68169,21.648178,20.433805,18.75083,17.900402,17.335928,15.27549,14.032761,14.223721,12.478946,12.114923,11.571394,10.266578,10.139179
2011-02-09,21.917427,23.655334,20.25502,20.37701,18.208364,19.490475,19.461882,17.779587,16.543104,15.802913,16.054253,13.634637,13.181767,12.595242,10.959149,9.931486,10.96138,8.542335,8.566186
2011-02-10,22.708696,24.561125,21.940878,21.779747,19.609505,20.52882,20.372824,18.78598,17.737518,16.745304,17.239182,14.753458,13.926816,13.8113985,12.167081,10.880806,11.761184,10.015865,9.563278
2011-02-11,23.35598,24.724804,22.120129,21.37114,19.626013,20.0377,20.127308,18.149343,17.85363,16.400934,17.008589,14.589112,13.343293,13.742601,11.4719925,10.681353,11.608582,9.87493,9.261145
2011-02-12,25.964363,27.000511,23.752024,22.809788,20.769915,21.36033,20.796778,18.695831,18.81693,17.615332,16.859268,15.203728,13.414857,14.484052,11.563328,11.224243,11.899996,10.61813,9.951778
2011-02-13,23.44638,25.195478,21.676817,22.222107,19.546112,20.754942,19.85768,17.406723,18.064917,17.042353,16.166822,14.970243,13.392237,13.987778,10.984157,10.225428,11.454748,9.929937,9.642329
2011-02-14,24.933842,26.241499,23.027195,22.683346,20.321388,20.957207,20.271381,18.12415,18.144678,16.586727,16.364452,15.068832,13.463822,13.732695,11.199625,10.645378,11.214643,9.95509,9.543617
2011-02-15,24.553635,25.722595,22.87872,22.369108,20.290796,20.817844,20.679855,19.243988,18.085735,17.457165,17.12063,14.896606,13.754602,14.494103,12.264746,11.796176,11.912741,10.641048,10.185824
2011-02-16,25.317926,26.457478,23.672718,23.535015,21.035122,22.377924,21.190474,19.79134,18.454765,17.635422,17.007137,15.623641,14.042992,14.415483,12.049421,11.488817,11.481081,10.0185585,10.167093
2011-02-17,18.984087,20.37259,17.77764,18.014595,15.980078,17.016075,17.064566,15.083586,15.142289,13.486929,14.342227,12.044604,11.615124,10.979576,9.683347,8.338261,9.807531,7.7102327,7.701515
2011-02-18,19.411224,21.148567,18.51243,18.485264,16.632326,17.747377,18.123585,16.250986,15.963159,14.489455,15.040501,13.189326,12.355152,12.199526,10.695186,9.247761,11.012257,9.026256,8.698469
2011-02-19,21.089096,23.112808,20.421703,20.393791,18.096247,18.988743,19.228434,17.7628,17.203468,15.686389,16.631155,14.494337,13.747048,13.643429,12.115797,10.633939,11.702629,10.741571,9.779423
2011-02-20,19.698076,21.65355,18.682533,19.297459,16.948404,18.217049,18.309858,16.658342,15.755399,14.774516,15.27534,13.087592,12.962245,12.421412,11.017965,9.813939,11.282957,9.2121315,8.90593
2011-02-21,18.168919,19.217018,17.265457,17.309015,15.625557,16.94397,16.414288,15.035225,15.292121,13.610882,13.878378,11.871553,11.373896,11.757282,10.353658,9.4058485,10.8004055,9.490489,8.768421
2011-02-22,14.301836,14.858967,13.808054,13.409201,12.39139,12.8262615,12.485734,11.035673,13.305104,11.128415,11.8194275,9.137995,9.3468275,9.435722,7.5919046,6.593315,8.4912405,6.77936,7.1257267
2011-02-23,13.156841,13.567354,12.560722,12.542723,10.944746,11.625971,10.718433,9.906403,11.861766,10.021452,10.672502,7.854935,8.638409,8.114021,6.554674,5.794962,6.690608,5.9066277,6.2823143
2011-02-24,11.627062,11.889516,11.539358,11.002253,9.852335,10.185287,9.330376,8.58679,10.791132,8.864556,9.72147,6.789118,7.527128,6.999113,5.3433914,4.3311825,5.4357815,4.4714413,5.2621746
2011-02-25,11.62618,11.246359,11.634186,10.772524,10.283367,10.217673,9.658424,8.622165,11.165331,8.501873,9.538132,6.8420706,6.663574,6.9783278,5.21784,4.2572384,5.804248,4.6882067,5.427984
2011-02-26,11.180985,10.842629,11.059323,10.260052,9.6474,9.561012,8.813669,7.987291,10.1403675,7.902582,8.898233,6.1289415,6.337289,6.301444,4.644309,3.9122686,4.960743,4.3273535,4.8545094
2011-02-27,11.563839,11.553551,11.526023,10.85965,10.229637,10.218216,9.539975,8.816647,10.785506,8.887039,9.553036,6.955784,6.9848194,7.2107735,5.8555593,4.9740896,6.17013,5.6013517,5.8757877
2011-02-28,11.094677,10.730186,10.770654,10.28149,9.410829,9.512951,8.761985,7.699065,10.065152,7.916151,8.527025,5.8786373,5.890953,6.398101,4.474247,3.9922113,5.3184576,4.478181,5.0585756
2011-03-01,11.231895,10.5216675,11.338238,10.166502,9.869874,9.731359,8.992833,7.975639,10.322924,7.7954073,8.919141,5.9582148,5.818657,6.2142696,4.3510723,3.7999582,5.3083477,4.1771593,4.828964
2011-03-02,10.961227,10.272514,10.663267,10.022846,9.245857,9.101627,8.417909,7.359684,9.735027,7.5298986,8.190529,5.456317,5.3890047,6.2184973,4.2599697,3.882186,5.111026,4.557459,4.941742
2011-03-03,9.940001,9.300465,9.747585,8.900007,8.306474,8.235296,7.2309666,6.442477,8.640608,6.4980345,7.195607,4.515353,4.6502743,5.338789,3.5542555,3.1708012,4.2089653,3.7773924,4.308673
2011-03-04,10.605227,10.253795,10.512868,9.785513,9.248354,9.132366,8.379561,7.4882536,9.4534,7.520506,8.046446,5.6489496,5.694627,6.1438637,4.3974304,3.931757,5.084836,4.362667,4.8750143
2011-03-05,10.32531,9.647288,10.291364,9.53913,8.990467,8.478165,8.04321,6.82605,8.855799,6.8574677,7.526593,5.045618,4.8941555,5.656146,3.7043762,3.3221064,4.4853773,4.080598,4.4291706
2011-03-06,9.872189,8.654745,9.879912,8.603582,8.390858,7.727129,7.0601892,6.0581465,8.06774,5.7622814,6.714178,3.9757366,3.834982,4.88155,2.9494581,2.8176765,3.7287502,3.7171345,3.8560295
2011-03-07,9.60109,8.681252,9.45619,8.616089,8.141218,7.677804,6.9895525,5.415475,7.773406,5.418234,6.0989437,3.5866442,3.417962,4.2038145,2.0003557,1.8546934,3.1032639,2.4751453,2.9371443
2011-03-08,9.280174,7.90285,9.434154,8.0101795,7.943624,7.326661,6.6122227,5.1767206,7.3283453,5.1082983,5.743681,3.149229,2.7213297,4.0333786,1.8061495,1.8813457,3.179203,2.7094288,3.0393038
2011-03-09,9.434895,7.687725,9.423997,8.088617,7.9486504,6.8452263,6.608075,4.7979736,7.0794067,4.3217106,5.372776,2.785799,2.2728424,3.7533588,1.1659355,1.3258276,2.437852,2.4762726,2.4685364
2011-03-10,9.203148,7.6547947,9.197592,7.905301,7.7572985,6.7698097,6.219063,4.3915854,6.719182,4.2593775,5.1027994,2.4275866,1.9471188,3.3234453,0.92133904,1.171627,2.368721,2.0848522,2.1941404
2011-03-11,9.400623,7.968971,9.213938,8.062297,7.8049774,7.097826,6.372819,4.9500313,7.058074,4.951727,5.417487,3.0320978,2.5239182,4.056615,1.8743515,2.3672504,3.3214588,3.251916,3.1731062
2011-03-12,9.428419,8.295971,9.5804,8.066694,8.230893,6.818198,6.923517,5.7705946,7.12004,5.327899,6.336315,4.1118584,3.8341837,5.103492,3.3000374,3.8941946,4.4864216,4.986519,4.430875
2011-03-13,9.341043,8.222308,9.727626,8.054249,8.252975,7.201599,6.760729,5.6548862,7.1558523,5.464633,6.191782,3.7999258,3.3536777,4.764635,2.873498,3.2666025,4.210306,4.200818,4.025033
2011-03-14,9.0825815,7.834282,9.439131,7.951504,7.9732733,7.158064,6.427086,5.4254036,6.883134,5.0606985,5.7902803,3.3256865,2.9013777,4.2290764,2.3529348,2.533207,3.3769312,3.5188293,3.5473385
2011-03-15,8.863395,7.3575096,9.073267,7.390052,7.6217175,7.031561,6.2259607,5.1897545,6.750924,4.550789,5.593895,3.0018768,2.6956644,3.7635288,1.9116755,2.3194237,3.1565838,3.160841,3.2664967
2011-03-16,9.420464,8.050032,9.783871,7.965428,8.29381,7.6863213,6.9572697,5.900469,7.4321556,5.6399965,6.163185,3.707879,3.168603,4.525633,2.783413,3.1725912,4.381344,3.93258,4.0216856
2011-03-17,8.862285,7.486415,9.083363,7.580102,7.7640333,6.877265,6.4541492,5.6499233,6.948929,5.3311243,5.922305,3.6964903,3.4240255,5.0522623,3.487321,3.6450539,4.2337933,4.881074,4.769891
2011-03-18,8.596481,7.093833,8.739035,7.3017216,7.368045,6.440487,6.127021,4.975321,6.4862347,4.4939365,5.2400436,3.0064898,2.708332,4.308469,2.2990665,2.5684109,3.3148203,3.7749157,3.751546
2011-03-19,8.280796,6.39927,8.364889,6.704314,6.960079,5.945691,5.4512596,4.186637,5.8701878,3.815134,4.406164,2.202011,1.7549601,3.4436712,1.532095,1.8730869,2.6038885,3.0377846,3.007348
2011-03-20,8.455196,7.1390533,8.575497,7.121436,7.206832,6.5149403,5.867386,4.7234097,6.2373514,4.3521576,4.85209,2.7149382,2.396553,3.84163,1.9821529,2.336444,3.1251678,3.268423,3.3601675
2011-03-21,7.865135,6.501775,8.161921,6.5579367,6.9004593,6.195883,5.515836,4.554264,5.7141104,4.388051,4.719057,2.898219,2.477028,3.8569002,2.6126184,3.095951,3.5685635,4.1810026,4.082405
2011-03-22,7.636142,6.3574057,7.480961,6.4735775,6.6465235,6.2093134,5.748624,4.9198885,5.738143,4.981064,4.9801702,3.5678768,3.347105,4.698859,3.823248,4.7274904,5.0304766,5.926483,5.8408785
2011-03-23,8.67325,7.018343,8.687626,7.376277,7.4185295,6.302639,6.274519,4.8765326,6.3698807,4.469817,5.0786476,2.9821577,2.5837278,4.400135,2.5207472,2.9479818,3.5669746,4.3279743,4.049158
2011-03-24,7.7669497,6.260398,7.6348276,6.3622293,6.684417,5.8284435,5.442168,4.558056,5.5377417,4.455119,4.8497953,3.2578354,3.0640593,4.370145,3.5786304,4.3411074,4.476553,5.6486254,5.344658
2011-03-25,7.5436087,6.5150833,7.8908257,6.2017155,6.851239,5.9096622,5.570472,4.7656145,5.472821,4.563836,5.127158,3.6502628,3.4027367,4.324459,3.5645266,4.4257307,4.7915077,5.515251,5.2997007
2011-03-26,7.442873,6.778391,7.866808,6.3052673,6.7658014,5.9143724,5.7533255,4.7758913,5.4128838,4.906843,5.3732023,4.183181,3.942834,4.9458704,4.313221,5.4369183,6.039194,6.6150417,6.316942
2011-03-27,7.7032375,6.023862,7.8830566,6.3866415,6.632642,5.5565214,5.369709,3.8119888,5.189823,3.4583378,4.2228813,2.5166006,1.8088379,3.3344717,1.7480297,2.712552,3.2331285,4.179332,3.7893476
2011-03-28,7.2120905,5.691764,7.408183,6.0403433,6.1960564,5.5817738,4.935033,3.691781,4.865774,3.2424812,3.8328533,1.9723167,1.5124607,2.832797,1.2473955,2.012825,2.5742626,3.19213,3.2844229
2011-03-29,7.182453,5.5274353,7.2720604,5.695359,6.4513454,5.6344786,4.8470573,4.1707687,4.833256,4.2411375,4.3646183,3.04813,2.6672182,3.6717796,3.4122992,4.3258123,4.507984,5.5660315,5.466031
2011-03-30,7.181511,5.8677225,7.773466,5.640934,6.9717226,5.5025196,5.2356405,4.8356037,4.959675,4.4706793,5.4170437,3.9768133,3.7285347,4.3068724,4.5212183,5.46807,5.5070076,6.8944445,6.515587
2011-03-31,7.009554,5.4588213,7.206052,5.523327,6.399106,5.4986925,4.8453064,4.257801,4.757575,4.114867,4.587307,3.0133724,2.818983,3.764265,3.6182604,4.471775,4.655077,5.783697,5.7500706
2011-04-01,7.156603,5.7464905,7.253952,5.836787,6.4825335,5.607973,5.297511,4.659334,5.0550117,4.56754,4.9063425,3.479309,3.3168058,4.429984,4.2437716,5.0714493,5.164727,6.4653206,6.3197117
2011-04-02,7.141712,6.205224,7.7003984,5.712919,6.9020796,5.561901,5.5765467,5.3203173,5.176836,5.272319,5.7854166,4.4730864,4.5295544,5.384306,5.834421,6.571842,6.6641064,7.9002047,7.6312866
2011-04-03,7.189541,6.470337,7.5547523,6.0578203,6.8240824,5.9074774,6.0473146,5.639926,5.6823874,5.6601686,6.041462,5.416992,5.417081,6.355344,6.5075912,7.3815546,7.626157,8.929855,8.637901
2011-04-04,6.934326,7.0051003,7.383342,6.46288,6.646965,6.2177696,6.11555,5.50259,5.866908,5.8768797,6.705825,6.1864996,6.3815002,7.253955,7.2747803,8.131199,9.025815,10.020355,9.892416
2011-04-05,6.567569,5.1078606,7.074892,4.8090467,6.157174,4.640744,4.8582,3.9077797,4.2685986,3.4995327,4.4877195,3.145649,2.7522821,3.7577887,3.5250063,4.6917105,4.9628305,6.1683044,5.789007
2011-04-06,7.2830887,6.4341288,7.5349197,6.5843277,6.6055937,6.0172043,6.120043,5.0585938,5.6466303,5.1254635,5.6925907,5.0377455,4.7467594,6.1634693,5.562907,6.621271,7.2182827,8.606022,8.312277
2011-04-07,6.4216833,7.352085,6.241784,6.531493,5.750106,6.480953,6.555024,6.531275,7.2402296,7.723218,8.752575,9.998627,10.237194,11.680139,11.555431,13.1947365,14.834559,16.009785,16.213001
2011-04-08,7.4319086,7.3840027,7.6649485,7.3011274,7.011675,7.1893253,6.6805153,6.208866,6.7085238,6.8611174,7.0837574,7.1413727,7.011425,8.145557,7.860093,8.9798565,9.830636,10.903483,10.859287
2011-04-09,8.463568,8.15904,8.440414,8.176426,7.8775425,7.8367,7.354499,7.4115505,7.7640905,8.066174,8.093819,7.936542,7.884222,8.923148,9.134146,10.264805,10.532619,12.109938,11.871685
2011-04-10,8.058565,7.6564665,8.087736,7.8528843,7.429636,7.4141626,6.71669,7.103799,7.5347557,8.215438,8.539797,8.467674,8.559643,10.481754,10.877804,11.568691,12.073995,14.199059,14.156422
2011-04-11,7.2109785,7.4109077,7.1401463,6.946598,6.7134285,7.242319,6.744933,7.914854,7.4946375,8.856947,9.034342,10.083832,10.495338,11.630884,12.717361,14.158139,14.781797,16.487745,17.075191
2011-04-12,7.200116,7.927972,6.675784,7.392473,6.7392855,7.7926083,7.9422235,8.951706,9.192454,10.470865,10.6641655,12.138828,12.60156,14.460889,14.800899,16.360455,17.755398,18.989525,19.36831
2011-04-13,8.291289,9.167728,8.024954,8.82604,8.282412,9.08252,9.286944,10.534943,10.90718,12.2312355,12.261979,13.65811,13.889022,15.73572,16.178917,17.592161,18.655785,19.927107,20.214655
2011-04-14,8.754964,8.958771,8.644379,9.490942,8.452853,9.070099,8.716785,9.776781,10.394611,11.859671,11.502978,12.450551,12.095043,15.100276,15.0581455,15.741353,16.39338,18.682596,19.088129
2011-04-15,8.721593,9.503446,8.855984,10.501984,8.612257,9.842222,9.03972,10.506788,11.087517,12.91597,12.425751,14.028334,13.783061,16.892328,16.591835,17.070257,17.740414,20.300081,21.141104
2011-04-16,8.070896,9.252323,8.230734,9.493338,8.433202,9.405153,9.412636,10.785363,11.0054,12.833101,12.960426,14.677743,14.541391,16.641298,17.224283,18.412594,19.121687,21.09428,21.887793
2011-04-17,7.998103,8.957594,7.7541323,9.636167,8.181164,10.031553,10.026885,11.927122,12.754303,14.875906,15.113696,16.738197,17.558216,19.747766,20.541994,20.62585,21.625933,23.61412,24.32735
2011-04-18,9.285946,10.55101,9.67114,11.53755,10.10453,11.186692,10.939824,12.913275,12.642482,14.6788225,13.78116,15.907214,15.544319,17.130316,18.11661,19.225622,18.924238,21.640615,22.288626
2011-04-19,9.017723,9.7173,8.70186,10.961615,9.152315,10.66111,10.123301,12.118368,12.316158,14.534124,13.091677,15.0206,15.045408,17.33365,17.540487,18.990467,18.768705,21.539585,22.346857
2011-04-20,9.3338585,9.540265,8.546345,10.704876,8.774606,10.38555,10.04702,11.660261,12.100801,13.697111,12.344666,13.96212,14.175733,16.57935,16.523327,18.124775,17.936295,20.651087,21.257053
2011-04-21,9.084999,8.858049,8.892982,10.857456,9.531801,11.239732,11.164492,13.333381,14.259491,16.011023,15.296903,17.316889,18.16105,20.973793,21.288294,21.2799,22.341858,23.718277,24.97294
2011-04-22,9.446041,9.466154,8.848737,11.256522,9.384321,10.878886,10.088423,12.067563,12.715107,14.419969,13.0821905,14.535937,14.914095,17.587393,17.823189,18.489029,18.26529,21.129333,21.923164
2011-04-23,8.631495,9.213693,8.775952,9.964705,8.91629,9.885312,9.14643,10.497005,10.842281,12.328759,11.709022,12.725009,12.769026,14.786306,15.505519,15.723108,16.078165,17.98829,19.02334
2011-04-24,8.30401,9.050604,8.766305,9.518696,8.857294,9.329111,9.017239,10.496016,10.172665,11.631577,11.517718,12.79962,12.854411,14.137079,15.572824,16.133482,16.048248,18.148355,19.243595
2011-04-25,7.8169155,8.971886,8.752634,8.626051,8.899789,9.290306,9.413578,11.2946415,10.5238085,12.39235,13.081071,14.536344,14.608936,15.657138,18.229553,18.945013,19.767218,20.807945,22.266726
2011-04-26,7.330081,8.39608,8.3342285,7.5191336,8.253944,8.209797,8.347528,9.872562,8.713057,10.351193,10.801365,11.845612,12.120331,12.394166,15.008766,16.187754,16.623917,17.578648,18.727018
2011-04-27,8.190936,9.929795,9.284914,9.269798,9.375658,9.654566,10.100333,11.658702,10.851767,12.610974,13.079955,14.222928,14.196683,15.145459,17.069958,18.073738,18.72557,19.867775,20.82296
2011-04-28,7.8400135,9.012447,8.381382,9.431971,8.816561,9.569713,10.1640835,11.868799,11.448973,13.230094,13.913168,15.502101,15.89685,17.741385,19.200388,19.812637,20.84159,22.375881,23.377104
2011-04-29,8.067438,8.629488,7.662636,9.023085,8.165617,9.000275,9.445566,11.273333,10.811792,12.46798,12.530418,14.208252,14.917591,16.41375,18.024485,19.461693,19.52827,21.859081,22.468683
2011-04-30,7.167021,7.969249,6.655607,7.55879,7.305108,8.386206,8.439089,9.880777,10.480777,11.5739975,12.240557,13.75825,14.667239,15.970378,17.42707,18.432451,19.92706,20.6672,21.617285
2011-05-01,8.213175,9.141898,8.369629,8.581476,8.067492,8.673283,8.7827015,9.576308,10.374819,11.204449,11.721273,12.227865,12.671272,14.876568,15.316787,15.595626,17.278393,18.077162,18.576323
2011-05-02,7.082428,7.929632,7.667818,7.691762,8.00308,8.358441,8.942344,10.038525,10.267002,11.313934,12.725228,13.660902,14.1116,15.991513,17.305483,17.689806,19.819489,20.43553,21.261776
2011-05-03,7.688574,8.748407,8.420739,8.642677,8.202068,8.545103,8.743202,9.401692,9.718751,10.634677,11.76219,12.511063,12.614818,14.242719,14.979758,15.359199,16.76062,18.110905,18.814266
2011-05-04,7.2186155,7.588216,7.9097934,7.280632,7.876783,7.6646423,7.2198725,7.9255967,7.4437323,8.456293,8.855581,9.102184,9.223127,8.9337845,11.027237,11.657111,11.728411,12.861961,13.880782
2011-05-05,7.074629,8.072863,7.3419123,7.3953905,8.43743,8.706033,9.13584,11.044708,9.921671,11.512407,12.373045,14.019791,14.403827,13.964125,17.405792,18.876112,19.219616,19.906902,21.273148
2011-05-06,7.456992,8.793997,8.01704,8.525486,9.0357685,9.401762,10.089951,11.689869,11.079489,12.637349,13.597904,15.199852,15.425564,16.019234,18.425589,19.351255,20.469309,20.983301,22.204504
2011-05-07,7.3376856,8.903344,8.205543,8.3291445,8.49579,8.7332535,8.927679,9.911857,9.67528,10.952213,11.663128,12.748472,12.917021,13.587248,15.40482,15.708242,16.575863,17.16593,18.413485
2011-05-08,8.156769,9.87814,9.072279,9.559785,9.603168,10.082217,10.474995,11.932211,11.593298,13.305831,13.972779,15.1756315,15.320848,16.541105,18.17273,18.625423,19.866528,20.406406,21.509777
2011-05-09,7.8900366,9.0602045,7.6943254,9.113597,9.127146,10.002052,10.565403,12.1340885,12.116226,13.550069,14.021254,15.291565,16.064934,17.02934,18.655975,19.363607,20.343803,21.018076,21.98262
